tweet,subtask_a,subtask_b,subtask_c,cleaned_tweet,stemmed_tweet,cleaned_s
@USER @USER @USER I should wash your mouth out with soap for saying that! I have the utmost respect and admiration for our cops. I don’t have that for dirt bags who would break into my home.  Gun control means a steady hand not an empty one. Go talk to Antifa buddies about being a drain,1,1,0,"['wash', 'mouth', 'soap', 'saying', 'utmost', 'respect', 'admiration', 'cops', 'dont', 'dirt', 'bags', 'would', 'break', 'home', 'gun', 'control', 'means', 'steady', 'hand', 'empty', 'one', 'go', 'talk', 'antifa', 'buddies', 'drain']","['wash', 'mouth', 'soap', 'say', 'utmost', 'respect', 'admir', 'cop', 'dont', 'dirt', 'bag', 'would', 'break', 'home', 'gun', 'control', 'mean', 'steadi', 'hand', 'empti', 'one', 'go', 'talk', 'antifa', 'buddi', 'drain']",wash mouth soap saying utmost respect admiration cops dont dirt bags would break home gun control means steady hand empty one go talk antifa buddies drain
@USER HE IS A RUSSIAN SPY /HAVE RECEIVED MUCH MONEY FROM PUTIN.,1,1,0,"['russian', 'spy', 'received', 'much', 'money', 'putin']","['russian', 'spi', 'receiv', 'much', 'money', 'putin']",russian spy received much money putin
@USER @USER Well he's a liberal so that explains it. Who knows the shooter may be a liberal as far as he knows. Liberals are very hateful violent people and must be defeated!,1,1,1,"['well', 'liberal', 'explains', 'knows', 'shooter', 'may', 'liberal', 'far', 'knows', 'liberals', 'hateful', 'violent', 'people', 'must', 'defeated']","['well', 'liber', 'explain', 'know', 'shooter', 'may', 'liber', 'far', 'know', 'liber', 'hate', 'violent', 'peopl', 'must', 'defeat']",well liberal explains knows shooter may liberal far knows liberals hateful violent people must defeated
@USER @USER No news. orgs. are giving Faith Goldy the time of day. That's simply wrong. She may not have the experience of the other two useless fools but she cares and she is no one's fool.,1,1,1,"['news', 'orgs', 'giving', 'faith', 'goldy', 'time', 'day', 'simply', 'wrong', 'may', 'experience', 'two', 'useless', 'fools', 'cares', 'ones', 'fool']","['news', 'org', 'give', 'faith', 'goldi', 'time', 'day', 'simpli', 'wrong', 'may', 'experi', 'two', 'useless', 'fool', 'care', 'one', 'fool']",news orgs giving faith goldy time day simply wrong may experience two useless fools cares ones fool
@USER i just gave Beto $100 and you all should as well.  Trump called Ted's wife ugly and he is still licking his boots for help with reelection.,1,1,0,"['gave', 'beto', 'well', 'trump', 'called', 'teds', 'wife', 'ugly', 'still', 'licking', 'boots', 'help', 'reelection']","['gave', 'beto', 'well', 'trump', 'call', 'ted', 'wife', 'ugli', 'still', 'lick', 'boot', 'help', 'reelect']",gave beto well trump called teds wife ugly still licking boots help reelection
Was this a threat from @USER #DangerousDemocrats #maga URL,1,1,2,"['threat', 'dangerousdemocrats', 'maga']","['threat', 'dangerousdemocrat', 'maga']",threat dangerousdemocrats maga
@USER @USER Liberals cannot imagine a circumstance where they are forced to defend themselves or their family from violence.  They imagine such an eventuality to be beyond the realm of possibility and they foolishly believe that the police will arrive quickly enough to save them.,1,1,2,"['liberals', 'imagine', 'circumstance', 'forced', 'defend', 'family', 'violence', 'imagine', 'eventuality', 'beyond', 'realm', 'possibility', 'foolishly', 'believe', 'police', 'arrive', 'quickly', 'enough', 'save']","['liber', 'imagin', 'circumst', 'forc', 'defend', 'famili', 'violenc', 'imagin', 'eventu', 'beyond', 'realm', 'possibl', 'foolishli', 'believ', 'polic', 'arriv', 'quickli', 'enough', 'save']",liberals imagine circumstance forced defend family violence imagine eventuality beyond realm possibility foolishly believe police arrive quickly enough save
@USER Let me borrow yo shit first 🤣,1,1,0,"['let', 'borrow', 'yo', 'shit', 'first']","['let', 'borrow', 'yo', 'shit', 'first']",let borrow yo shit first
@USER WOW!  That lie'n bitch is at it again. URL,1,1,0,"['wow', 'lien', 'bitch']","['wow', 'lien', 'bitch']",wow lien bitch
@USER Stfu bitch lol why u Salty I’m tryna get twitter famous ya know,1,1,0,"['stfu', 'bitch', 'lol', 'u', 'salty', 'im', 'tryna', 'get', 'twitter', 'famous', 'ya', 'know']","['stfu', 'bitch', 'lol', 'u', 'salti', 'im', 'tryna', 'get', 'twitter', 'famou', 'ya', 'know']",stfu bitch lol u salty im tryna get twitter famous ya know
@USER ...@USER is 100% correct and should be applauded for criticizing our inept and corrupt President - not denounced for it.....@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,1,1,1,"['correct', 'applauded', 'criticizing', 'inept', 'corrupt', 'president', 'denounced']","['correct', 'applaud', 'critic', 'inept', 'corrupt', 'presid', 'denounc']",correct applauded criticizing inept corrupt president denounced
@USER You turn a dull Tuesday night into a super sexy one! So hot! 🔥🔥🔥,1,1,0,"['turn', 'dull', 'tuesday', 'night', 'super', 'sexy', 'one', 'hot']","['turn', 'dull', 'tuesday', 'night', 'super', 'sexi', 'one', 'hot']",turn dull tuesday night super sexy one hot
@USER But not as despicable as her own.,1,1,0,['despicable'],['despic'],despicable
@USER @USER Without question Professor Ford is troubled that's being polite. Half the women in the world (probably more) have been groped at one time or an other  and don't hold on to it for 40 years. This is obviously a political ploy to deter scotus confirmation. @USER #MAGA,1,1,0,"['without', 'question', 'professor', 'ford', 'troubled', 'polite', 'half', 'women', 'world', 'probably', 'groped', 'one', 'time', 'hold', 'years', 'obviously', 'political', 'ploy', 'deter', 'scotus', 'confirmation', 'maga']","['without', 'question', 'professor', 'ford', 'troubl', 'polit', 'half', 'women', 'world', 'probabl', 'grope', 'one', 'time', 'hold', 'year', 'obvious', 'polit', 'ploy', 'deter', 'scotu', 'confirm', 'maga']",without question professor ford troubled polite half women world probably groped one time hold years obviously political ploy deter scotus confirmation maga
@USER @USER He is both evil and delusional. He eats those high quality paint chips.,1,1,0,"['evil', 'delusional', 'eats', 'high', 'quality', 'paint', 'chips']","['evil', 'delusion', 'eat', 'high', 'qualiti', 'paint', 'chip']",evil delusional eats high quality paint chips
@USER @USER shut that wanker up,1,1,0,"['shut', 'wanker']","['shut', 'wanker']",shut wanker
@USER FUCK OFF,1,0,-1,['fuck'],['fuck'],fuck
@USER @USER She’ll have a total mental breakdown when he is re-elected!!!!,1,1,0,"['shell', 'total', 'mental', 'breakdown', 'reelected']","['shell', 'total', 'mental', 'breakdown', 'reelect']",shell total mental breakdown reelected
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that is about the saddest existence I have ever been privy to reading. Sucks to be you man,1,1,0,"['saddest', 'existence', 'ever', 'privy', 'reading', 'sucks', 'man']","['saddest', 'exist', 'ever', 'privi', 'read', 'suck', 'man']",saddest existence ever privy reading sucks man
@USER So... Did Angela hook up with a younger guy so she has someone to wipe her butt when she is 75?,1,1,0,"['angela', 'hook', 'younger', 'guy', 'someone', 'wipe', 'butt']","['angela', 'hook', 'younger', 'guy', 'someon', 'wipe', 'butt']",angela hook younger guy someone wipe butt
@USER Good!!! This will surely show us how croocked he is. 😂😂😂,1,1,0,"['good', 'surely', 'show', 'us', 'croocked']","['good', 'sure', 'show', 'us', 'croock']",good surely show us croocked
@USER @USER @USER @USER @USER @USER @USER Exactly Hat @USER  are true Feckers ! I detest them,1,1,1,"['exactly', 'hat', 'true', 'feckers', 'detest']","['exactli', 'hat', 'true', 'fecker', 'detest']",exactly hat true feckers detest
@USER still waiting for mine fat,1,0,-1,"['still', 'waiting', 'mine', 'fat']","['still', 'wait', 'mine', 'fat']",still waiting mine fat
@USER Sam was singing and they DiDNT tell her to stop singing and she thanked them!! Unbelievable!!! Who the hell is she talking to?! It's bad enough when she is talking to one of the houseguest !! But to keep talking to herself! Wonder what her family think about her going nuts!,1,1,0,"['sam', 'singing', 'didnt', 'tell', 'stop', 'singing', 'thanked', 'unbelievable', 'hell', 'talking', 'bad', 'enough', 'talking', 'one', 'houseguest', 'keep', 'talking', 'wonder', 'family', 'think', 'going', 'nuts']","['sam', 'sing', 'didnt', 'tell', 'stop', 'sing', 'thank', 'unbeliev', 'hell', 'talk', 'bad', 'enough', 'talk', 'one', 'houseguest', 'keep', 'talk', 'wonder', 'famili', 'think', 'go', 'nut']",sam singing didnt tell stop singing thanked unbelievable hell talking bad enough talking one houseguest keep talking wonder family think going nuts
@USER  I think he could be called a turncoat  talking out of both sides of his fucking mouth  Lindsey Graham can no longer be trusted URL,1,1,0,"['think', 'could', 'called', 'turncoat', 'talking', 'sides', 'fucking', 'mouth', 'lindsey', 'graham', 'longer', 'trusted']","['think', 'could', 'call', 'turncoat', 'talk', 'side', 'fuck', 'mouth', 'lindsey', 'graham', 'longer', 'trust']",think could called turncoat talking sides fucking mouth lindsey graham longer trusted
@USER @USER @USER @USER Oh boo you sound so ignorant with your words. We are on Top. All of America is on Top now. How about stop resisting and try to help make our nation the best for everyone not just liberals. Wake up and Walk Away.,1,1,1,"['oh', 'boo', 'sound', 'ignorant', 'words', 'top', 'america', 'top', 'stop', 'resisting', 'try', 'help', 'make', 'nation', 'best', 'everyone', 'liberals', 'wake', 'walk', 'away']","['oh', 'boo', 'sound', 'ignor', 'word', 'top', 'america', 'top', 'stop', 'resist', 'tri', 'help', 'make', 'nation', 'best', 'everyon', 'liber', 'wake', 'walk', 'away']",oh boo sound ignorant words top america top stop resisting try help make nation best everyone liberals wake walk away
@USER Sucks,1,1,0,['sucks'],['suck'],sucks
@USER Fuckkk 😂😂 I know I seen bitch that’s a slapper lmao,1,1,0,"['fuckkk', 'know', 'seen', 'bitch', 'thats', 'slapper', 'lmao']","['fuckkk', 'know', 'seen', 'bitch', 'that', 'slapper', 'lmao']",fuckkk know seen bitch thats slapper lmao
@USER @USER Lefty Pope should also! He is Not worthy rep for true christian roman catholics!! He failed his flock!,1,1,0,"['lefty', 'pope', 'also', 'worthy', 'rep', 'true', 'christian', 'roman', 'catholics', 'failed', 'flock']","['lefti', 'pope', 'also', 'worthi', 'rep', 'true', 'christian', 'roman', 'cathol', 'fail', 'flock']",lefty pope also worthy rep true christian roman catholics failed flock
@USER And honestly it’s ridiculous.. you are grocery shopping there is no need to be like That,1,1,0,"['honestly', 'ridiculous', 'grocery', 'shopping', 'need', 'like']","['honestli', 'ridicul', 'groceri', 'shop', 'need', 'like']",honestly ridiculous grocery shopping need like
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Little known fact Balaam raced donkeys and gambled on races. One day his fastest ass was winning the Jerusalem sweepstakes. And right before the finish the ass lost control running over a Samaritan and two Africans . Local antifa saw the whole thing and blamed the fastest ass!,1,1,1,"['little', 'known', 'fact', 'balaam', 'raced', 'donkeys', 'gambled', 'races', 'one', 'day', 'fastest', 'ass', 'winning', 'jerusalem', 'sweepstakes', 'right', 'finish', 'ass', 'lost', 'control', 'running', 'samaritan', 'two', 'africans', 'local', 'antifa', 'saw', 'whole', 'thing', 'blamed', 'fastest', 'ass']","['littl', 'known', 'fact', 'balaam', 'race', 'donkey', 'gambl', 'race', 'one', 'day', 'fastest', 'ass', 'win', 'jerusalem', 'sweepstak', 'right', 'finish', 'ass', 'lost', 'control', 'run', 'samaritan', 'two', 'african', 'local', 'antifa', 'saw', 'whole', 'thing', 'blame', 'fastest', 'ass']",little known fact balaam raced donkeys gambled races one day fastest ass winning jerusalem sweepstakes right finish ass lost control running samaritan two africans local antifa saw whole thing blamed fastest ass
@USER @USER @USER if she were a true Krishn bhakt she wouldn't even care about presence or absence of such laws... she would be above such issues... a typical Chandigarh mentality of one up manship she is caged in... call her anything but Krishn bhakt.. like who cares about what she is doing ...,1,0,-1,"['true', 'krishn', 'bhakt', 'would', 'even', 'care', 'presence', 'absence', 'laws', 'would', 'issues', 'typical', 'chandigarh', 'mentality', 'one', 'manship', 'caged', 'call', 'anything', 'krishn', 'bhakt', 'like', 'cares']","['true', 'krishn', 'bhakt', 'would', 'even', 'care', 'presenc', 'absenc', 'law', 'would', 'issu', 'typic', 'chandigarh', 'mental', 'one', 'manship', 'cage', 'call', 'anyth', 'krishn', 'bhakt', 'like', 'care']",true krishn bhakt would even care presence absence laws would issues typical chandigarh mentality one manship caged call anything krishn bhakt like cares
@USER It's been up since Sunday night. He is a sloth.,1,1,0,"['since', 'sunday', 'night', 'sloth']","['sinc', 'sunday', 'night', 'sloth']",since sunday night sloth
@USER @USER SOME THINGS NEVER CHANGE! In 1991 #SCOTUS Clarence Thomas’s #HighTechLynching by @USER @USER &amp; @USER  #MAGA FIGHT BACK against these lies! #ConfirmKavanaugh  @USER @USER @USER @USER #DJT  #Kavanaugh #MeToo  URL,1,0,-1,"['things', 'never', 'change', 'scotus', 'clarence', 'thomass', 'hightechlynching', 'amp', 'maga', 'fight', 'back', 'lies', 'confirmkavanaugh', 'djt', 'kavanaugh', 'metoo']","['thing', 'never', 'chang', 'scotu', 'clarenc', 'thomass', 'hightechlynch', 'amp', 'maga', 'fight', 'back', 'lie', 'confirmkavanaugh', 'djt', 'kavanaugh', 'metoo']",things never change scotus clarence thomass hightechlynching amp maga fight back lies confirmkavanaugh djt kavanaugh metoo
@USER @USER Bitch shut up he building his self esteem,1,1,0,"['bitch', 'shut', 'building', 'self', 'esteem']","['bitch', 'shut', 'build', 'self', 'esteem']",bitch shut building self esteem
@USER @USER @USER @USER @USER This hand signal is used by ignorant people as a signal of white supremacy and by evil people who get a lot of satisfaction in the idea of pissing off liberals.  We should ignore both because displays of ignorance and hatefulness don’t deserve our time and attention.,1,0,-1,"['hand', 'signal', 'used', 'ignorant', 'people', 'signal', 'white', 'supremacy', 'evil', 'people', 'get', 'lot', 'satisfaction', 'idea', 'pissing', 'liberals', 'ignore', 'displays', 'ignorance', 'hatefulness', 'dont', 'deserve', 'time', 'attention']","['hand', 'signal', 'use', 'ignor', 'peopl', 'signal', 'white', 'supremaci', 'evil', 'peopl', 'get', 'lot', 'satisfact', 'idea', 'piss', 'liber', 'ignor', 'display', 'ignor', 'hate', 'dont', 'deserv', 'time', 'attent']",hand signal used ignorant people signal white supremacy evil people get lot satisfaction idea pissing liberals ignore displays ignorance hatefulness dont deserve time attention
#USA #UK and probably #Europe and #Australia  With their level of intelligence?  Weez all stoopid y'all!  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Celebrities URL,1,1,1,"['usa', 'uk', 'probably', 'europe', 'australia', 'level', 'intelligence', 'weez', 'stoopid', 'maga', 'mega', 'mbga', 'mcga', 'conservatives', 'patriots', 'celebrities']","['usa', 'uk', 'probabl', 'europ', 'australia', 'level', 'intellig', 'weez', 'stoopid', 'maga', 'mega', 'mbga', 'mcga', 'conserv', 'patriot', 'celebr']",usa uk probably europe australia level intelligence weez stoopid maga mega mbga mcga conservatives patriots celebrities
@USER When are the Republicans going to learn that Democrats hate conservatives .Vote  Thursday,1,1,2,"['republicans', 'going', 'learn', 'democrats', 'hate', 'conservatives', 'vote', 'thursday']","['republican', 'go', 'learn', 'democrat', 'hate', 'conserv', 'vote', 'thursday']",republicans going learn democrats hate conservatives vote thursday
@USER @USER Isn’t that the Amazon bitch from Antifa?,1,1,0,"['isnt', 'amazon', 'bitch', 'antifa']","['isnt', 'amazon', 'bitch', 'antifa']",isnt amazon bitch antifa
@USER @USER @USER @USER @USER @USER @USER Lie about what? Certainly not about you throwing gun control &amp; accountability out the window once an illegal is involved.  And “a” hollering? Are you seeing shit AND hearing voices?,1,1,0,"['lie', 'certainly', 'throwing', 'gun', 'control', 'amp', 'accountability', 'window', 'illegal', 'involved', 'hollering', 'seeing', 'shit', 'hearing', 'voices']","['lie', 'certainli', 'throw', 'gun', 'control', 'amp', 'account', 'window', 'illeg', 'involv', 'holler', 'see', 'shit', 'hear', 'voic']",lie certainly throwing gun control amp accountability window illegal involved hollering seeing shit hearing voices
@USER Just one more proof that the dnc hates the cosnstitution. this is exactly what pres. Washington warned us of in his farwell address. the dnc hates the constitution because it stands in the way of their totalitarain agenda. maybe that i why they push both socialism and gun control,1,1,1,"['one', 'proof', 'dnc', 'hates', 'cosnstitution', 'exactly', 'pres', 'washington', 'warned', 'us', 'farwell', 'address', 'dnc', 'hates', 'constitution', 'stands', 'way', 'totalitarain', 'agenda', 'maybe', 'push', 'socialism', 'gun', 'control']","['one', 'proof', 'dnc', 'hate', 'cosnstitut', 'exactli', 'pre', 'washington', 'warn', 'us', 'farwel', 'address', 'dnc', 'hate', 'constitut', 'stand', 'way', 'totalitarain', 'agenda', 'mayb', 'push', 'social', 'gun', 'control']",one proof dnc hates cosnstitution exactly pres washington warned us farwell address dnc hates constitution stands way totalitarain agenda maybe push socialism gun control
@USER He is a beast,1,1,0,['beast'],['beast'],beast
You you have committed so many crimes. No care what a liar has to say. You belong in prison. #MAGA URL,1,1,0,"['committed', 'many', 'crimes', 'care', 'liar', 'say', 'belong', 'prison', 'maga']","['commit', 'mani', 'crime', 'care', 'liar', 'say', 'belong', 'prison', 'maga']",committed many crimes care liar say belong prison maga
@USER HAHAHAHA omg these people. They thought they would have their way FOREVER.  Idiots,1,1,1,"['hahahaha', 'omg', 'people', 'thought', 'would', 'way', 'forever', 'idiots']","['hahahaha', 'omg', 'peopl', 'thought', 'would', 'way', 'forev', 'idiot']",hahahaha omg people thought would way forever idiots
@USER Fool on the Hill !,1,1,0,"['fool', 'hill']","['fool', 'hill']",fool hill
@USER Why of course. Liberals reject truth and accept falsehoods. That's why they don't believe Kanaugh and believe Ellison.,1,1,1,"['course', 'liberals', 'reject', 'truth', 'accept', 'falsehoods', 'believe', 'kanaugh', 'believe', 'ellison']","['cours', 'liber', 'reject', 'truth', 'accept', 'falsehood', 'believ', 'kanaugh', 'believ', 'ellison']",course liberals reject truth accept falsehoods believe kanaugh believe ellison
@USER @USER the nose distracts from the news,1,1,0,"['nose', 'distracts', 'news']","['nose', 'distract', 'news']",nose distracts news
@USER Thank you Ms Desanctis! I'm comforted that not all conservatives are letting their ambition blind their conscience. Sexual assault/harassment has been a plague on society for centuries - that should NOT make it a conservative or traditionalist cause!,1,1,1,"['thank', 'ms', 'desanctis', 'comforted', 'conservatives', 'letting', 'ambition', 'blind', 'conscience', 'sexual', 'assaultharassment', 'plague', 'society', 'centuries', 'make', 'conservative', 'traditionalist', 'cause']","['thank', 'ms', 'desancti', 'comfort', 'conserv', 'let', 'ambit', 'blind', 'conscienc', 'sexual', 'assaultharass', 'plagu', 'societi', 'centuri', 'make', 'conserv', 'traditionalist', 'caus']",thank ms desanctis comforted conservatives letting ambition blind conscience sexual assaultharassment plague society centuries make conservative traditionalist cause
@USER You are TRIPPIN. Stop jumping to conclusions.,1,1,0,"['trippin', 'stop', 'jumping', 'conclusions']","['trippin', 'stop', 'jump', 'conclus']",trippin stop jumping conclusions
@USER This sicko thinks that others scheme and lie like he and a lot of the liberals do. Remember Rham Emanuel’s famous quote “You never let a serious crisis go to waste”,1,1,0,"['sicko', 'thinks', 'others', 'scheme', 'lie', 'like', 'lot', 'liberals', 'remember', 'rham', 'emanuels', 'famous', 'quote', 'never', 'let', 'serious', 'crisis', 'go', 'waste']","['sicko', 'think', 'other', 'scheme', 'lie', 'like', 'lot', 'liber', 'rememb', 'rham', 'emanuel', 'famou', 'quot', 'never', 'let', 'seriou', 'crisi', 'go', 'wast']",sicko thinks others scheme lie like lot liberals remember rham emanuels famous quote never let serious crisis go waste
@USER 2 battering rams used by liberals; sex &amp; racism. It is sinister &amp; desperate #BeneathHumanity,1,1,2,"['battering', 'rams', 'used', 'liberals', 'sex', 'amp', 'racism', 'sinister', 'amp', 'desperate', 'beneathhumanity']","['batter', 'ram', 'use', 'liber', 'sex', 'amp', 'racism', 'sinist', 'amp', 'desper', 'beneathhuman']",battering rams used liberals sex amp racism sinister amp desperate beneathhumanity
@USER Apparently this POS doesn’t know that Viacom bought out BET. It went from black ownership to white ownership🤣🤣🤣🤣🤣🤣,1,1,0,"['appare', 'notly', 'pos', 'doesnt', 'know', 'viacom', 'bought', 'bet', 'went', 'black', 'ownership', 'white', 'ownership']","['appar', 'notli', 'po', 'doesnt', 'know', 'viacom', 'bought', 'bet', 'went', 'black', 'ownership', 'white', 'ownership']",appare notly pos doesnt know viacom bought bet went black ownership white ownership
"@USER Has your network/organization put out a report on actress Li BingBing???  Some reports say she is missing"", other reports say the Chinese Government has abducted her????   What the heck is going on????""",1,0,-1,"['networkorganization', 'put', 'report', 'actress', 'li', 'bingbing', 'reports', 'say', 'missing', 'reports', 'say', 'chinese', 'government', 'abducted', 'heck', 'going']","['networkorgan', 'put', 'report', 'actress', 'li', 'bingb', 'report', 'say', 'miss', 'report', 'say', 'chines', 'govern', 'abduct', 'heck', 'go']",networkorganization put report actress li bingbing reports say missing reports say chinese government abducted heck going
@USER Desperation! Abuse of my power cause he is losing his mind,1,1,2,"['desperation', 'abuse', 'power', 'cause', 'losing', 'mind']","['desper', 'abus', 'power', 'caus', 'lose', 'mind']",desperation abuse power cause losing mind
@USER Gonna be a bitch to re-write this one.,1,1,0,"['gon', 'na', 'bitch', 'rewrite', 'one']","['gon', 'na', 'bitch', 'rewrit', 'one']",gon na bitch rewrite one
@USER I bet she`s had more prick`s than a second-hand pincushion! #MAGA 🇬🇧🇺🇸,1,1,0,"['bet', 'shes', 'pricks', 'secondhand', 'pincushion', 'maga']","['bet', 'she', 'prick', 'secondhand', 'pincushion', 'maga']",bet shes pricks secondhand pincushion maga
@USER ANCIENT HOMIES COULDNT HAVE COCK COCKS FIGHTING BECAUSE THAT WAS LITERALLY ILLEGAL IN ATHENS FJSHDHJS,1,1,1,"['ancient', 'homies', 'couldnt', 'cock', 'cocks', 'fighting', 'literally', 'illegal', 'athens', 'fjshdhjs']","['ancient', 'homi', 'couldnt', 'cock', 'cock', 'fight', 'liter', 'illeg', 'athen', 'fjshdhj']",ancient homies couldnt cock cocks fighting literally illegal athens fjshdhjs
@USER She is fucking delusional,1,1,0,"['fucking', 'delusional']","['fuck', 'delusion']",fucking delusional
@USER @USER @USER @USER Isn't it great how liberals ignore the pain of their victims because they are democrats.  It is really sick.,1,1,0,"['great', 'liberals', 'ignore', 'pain', 'victims', 'democrats', 'really', 'sick']","['great', 'liber', 'ignor', 'pain', 'victim', 'democrat', 'realli', 'sick']",great liberals ignore pain victims democrats really sick
@USER No we can’t be losing AB he is literally our whole offense,1,1,0,"['cant', 'losing', 'ab', 'literally', 'whole', 'offense']","['cant', 'lose', 'ab', 'liter', 'whole', 'offens']",cant losing ab literally whole offense
@USER noticed you broke away as soon as the senate started talking about the great 4.2 growth rate and salary increases for employees.  Your station is so crooked!!!!   Also negative on the conservatives and praise the liberals!  #DrainTheDeepState #crookedmedia,1,1,1,"['noticed', 'broke', 'away', 'soon', 'senate', 'started', 'talking', 'great', 'growth', 'rate', 'salary', 'increases', 'employees', 'station', 'crooked', 'also', 'negative', 'conservatives', 'praise', 'liberals', 'drainthedeepstate', 'crookedmedia']","['notic', 'broke', 'away', 'soon', 'senat', 'start', 'talk', 'great', 'growth', 'rate', 'salari', 'increas', 'employe', 'station', 'crook', 'also', 'neg', 'conserv', 'prais', 'liber', 'drainthedeepst', 'crookedmedia']",noticed broke away soon senate started talking great growth rate salary increases employees station crooked also negative conservatives praise liberals drainthedeepstate crookedmedia
@USER You are an absolute dick 😡,1,1,0,"['absolute', 'dick']","['absolut', 'dick']",absolute dick
@USER @USER @USER Well then I guess it's totally fine to attack his character then. My mistake. I mean what right does an American who was the victim of gun violence have to call for stricter gun control laws anyway?,1,1,0,"['well', 'guess', 'totally', 'fine', 'attack', 'character', 'mistake', 'mean', 'right', 'american', 'victim', 'gun', 'violence', 'call', 'stricter', 'gun', 'control', 'laws', 'anyway']","['well', 'guess', 'total', 'fine', 'attack', 'charact', 'mistak', 'mean', 'right', 'american', 'victim', 'gun', 'violenc', 'call', 'stricter', 'gun', 'control', 'law', 'anyway']",well guess totally fine attack character mistake mean right american victim gun violence call stricter gun control laws anyway
@USER @USER Liberals act out of emotion. Not understanding the law. Then they go around condemning every1 who does not agree with their completely fucked rational. “Nobody believed women for 250 years. So let’s believe all women! Oh and screw the legal system! Men are pigs. He’s guilty!” Smh,1,1,1,"['liberals', 'act', 'emotion', 'understanding', 'law', 'go', 'around', 'condemning', 'agree', 'completely', 'fucked', 'rational', 'nobody', 'believed', 'women', 'years', 'lets', 'believe', 'women', 'oh', 'screw', 'legal', 'system', 'men', 'pigs', 'hes', 'guilty', 'smh']","['liber', 'act', 'emot', 'understand', 'law', 'go', 'around', 'condemn', 'agre', 'complet', 'fuck', 'ration', 'nobodi', 'believ', 'women', 'year', 'let', 'believ', 'women', 'oh', 'screw', 'legal', 'system', 'men', 'pig', 'he', 'guilti', 'smh']",liberals act emotion understanding law go around condemning agree completely fucked rational nobody believed women years lets believe women oh screw legal system men pigs hes guilty smh
@USER He and Obama must be copying each other does any democrat have their own thought PLEASE !!!,1,1,1,"['obama', 'must', 'copying', 'democrat', 'thought', 'please']","['obama', 'must', 'copi', 'democrat', 'thought', 'pleas']",obama must copying democrat thought please
"@USER @USER @USER It wouldn't surprise me a bit. Just like they falsely call conservatives, Fascists"" and justify physically attacking them. ""Trump's a Nazi, kill him!"". It's just a matter of time before they suggest it.""",1,1,0,"['would', 'surprise', 'bit', 'like', 'falsely', 'call', 'conservatives', 'fascists', 'justify', 'physically', 'attacking', 'trumps', 'nazi', 'kill', 'matter', 'time', 'suggest']","['would', 'surpris', 'bit', 'like', 'fals', 'call', 'conserv', 'fascist', 'justifi', 'physic', 'attack', 'trump', 'nazi', 'kill', 'matter', 'time', 'suggest']",would surprise bit like falsely call conservatives fascists justify physically attacking trumps nazi kill matter time suggest
@USER Lol they have no idea Nazis were socialist. Their complete inability to grasp reality is so mind blowing. Antifa is no shit calling for a civil war to defend slavery. The confederacy considered Lincoln a fascist too... hmmmm.,1,1,1,"['lol', 'idea', 'nazis', 'socialist', 'complete', 'inability', 'grasp', 'reality', 'mind', 'blowing', 'antifa', 'shit', 'calling', 'civil', 'war', 'defend', 'slavery', 'confederacy', 'considered', 'lincoln', 'fascist', 'hmmmm']","['lol', 'idea', 'nazi', 'socialist', 'complet', 'inabl', 'grasp', 'realiti', 'mind', 'blow', 'antifa', 'shit', 'call', 'civil', 'war', 'defend', 'slaveri', 'confederaci', 'consid', 'lincoln', 'fascist', 'hmmmm']",lol idea nazis socialist complete inability grasp reality mind blowing antifa shit calling civil war defend slavery confederacy considered lincoln fascist hmmmm
"@USER @USER Lol these are exciting times..."" God he is the worst""",1,1,2,"['lol', 'exciting', 'times', 'god', 'worst']","['lol', 'excit', 'time', 'god', 'worst']",lol exciting times god worst
Too bad life sucks 4 u #schiff4brains 😂 ur going down along wi ur other CRIMINAL friends. Only red line crossed is the LIES U TELL. U will never b anything more than the belly of a SNAKE #MAGA #TRUMP2020 #schiff4brains URL,1,1,0,"['bad', 'life', 'sucks', 'u', 'ur', 'going', 'along', 'wi', 'ur', 'criminal', 'friends', 'red', 'line', 'crossed', 'lies', 'u', 'tell', 'u', 'never', 'b', 'anything', 'belly', 'snake', 'maga']","['bad', 'life', 'suck', 'u', 'ur', 'go', 'along', 'wi', 'ur', 'crimin', 'friend', 'red', 'line', 'cross', 'lie', 'u', 'tell', 'u', 'never', 'b', 'anyth', 'belli', 'snake', 'maga']",bad life sucks u ur going along wi ur criminal friends red line crossed lies u tell u never b anything belly snake maga
