sentence	label
dumb ass wear helmet next game	0
liberals shame outcome justifies mean	1
worst expect consider personally gain confirmation	0
shut fuck upppp kliff bigger gayer try shit	0
fully semiautomatic assault rifle gun control works donald trump racist	0
zero evidence lmaooooooo love seeing liberals squirm shit like	1
philosophically speaking hippie crazy cat lady supports antifa still called fascist literally asking friend constitutional scholar	0
steroid girl steroid rage	0
bad news democrats maga	1
eminem may angry old man yelling young people really would care unless would dressed roblox character rapping	0
bullshit regulations good keeps conservatives striping land abyss	1
ostrich	0
flaky pink hat wearing woman says try wheres police records like tired liberals thinking lie ruin someones life dont like trump	0
bullshit crappy pop star philly instead fresh prince amp dj jazzy jeff america needs take knee	1
honestly know hes stupid actually surprising dumb easily persuaded people country hell say shit like every white redneck screaming yeah maga baby	1
installing shitty app put second amendmentcampus carry gun control except violent felons	1
seemed like brainwashed	1
maybe stop attacking conservatives might find dont retaliate	0
holy fuck	0
mann aint smoove booty like gee	2
liberals wonder want transgenders bathrooms	1
deep disgrace abuse rights existence relativity even generation mine knows rae low life opportunist government people suck liberal dick alt left nazi	0
beto clown supports kneeling nfl thugs	0
jehovah yahweh immoral seriously one big lying contradiction	1
difference make gun death fight random holding pare nots accountable could part gun control legislation write congressional representatives demand congress deals w gun violence continue amp americans risk	2
one needs hunting canada spread wordthere place civilized society rifles shotgunsthe coalition gun control associations behind us support liberals name safety kids mr blair ban guns	0
know another liberals corruption	1
lol fuck	0
conservatives love matter stupid makes us look yee haw	2
guys known diverting topics pure sanghi let bark	1
one attacked kavanope allowed question liars secretive lied oath need	1
white hot spotlightshe victim trump like abusive animal stopkavanaughnow	0
wortless checked secret service irresponsible trying generate hste somone kill thre president	0
bullshit daughters watched tennis match sarrena got deserved big williams fans one game	2
liberals today r different classical liberals liberals today gone far left r marxists burying head sand think neo amp classical libs trump authoritarian people say want amp killed	0
old ass	0
im going hardcore bitch	0
god thing beto texas decriminalizing crossing border reasonable gun control texas citizens someone could get hurt citizens try defend poor arizona need beto	1
telling encourage antifa shits try get dropped less better	0
democrats continually prove crazy	2
mumbling couldnt hear shit literally spoke w hand signs	0
serenawilliams yes boycotted nasty bit work	0
trying avoid freshman boys hang block hit everyday	0
say female name actually actually get facts right making stupid statement everyone knows game gets stale months new dlc makes interesting	0
liberal dictionary illegal immigrants dreamers trump supporters deplorable dregs killers human beings babies womb human beings antifaprotestors law abiding nra terrorists bill clinton feminist brett kavanaughpredator liberalisma mental disorder	1
mother never moved think would least moved arm leg mean something idiot wasnt watching car geeezzz idiot car heshe blind	0
fool denying ones free speech deny free speech	0
odd stating opinions comes attack cunt assumption streamer using boobs attention verbal diarrhea person ought know better	0
death threats antifa sitting outside house like republicans scrub social media	0
vs antifa know moneys seriously stupid thing	2
let us kid ourselvesyou prostitutefor	0
one mistreating mistreating kavanaugh man may innocent liberals jumping hate trump right thing years word contest	0
kochs trumps pollutors people students teachers lets even talk things majority american people expect like healthcare amp gun control nothing donors	1
worst speaker ever	0
pigeon girl also send pigeons poop maga hats	0
espn joke entitled bully handle losing	0
creepy old pedo desperately trying relevant old guy old world trump shattered	0
settled never see jury never know truth maybe grabbed first swapping spit really stupid grab either way doubt ever know complete truth	0
omg fucking hate dale	0
dishonored zone balance dangerously high edges shitty ghetto overrun rats bloodflies	1
plain stupid thinks shes clever come next ge public make tories pay casting political dustbin yrs come see smug	0
leona alleslve weakest link liberals last thing need canadas nafta negotiations good thing military traitor tendencies get government	0
point although convenient excuse conservatives assume ones trump tbey ate clinton asinine	0
saying official suppose go back recall every violation let go rule silly ass argument line called thats like saying billy martin didnt get thrown buck showalter get thrown	0
reasons rightwing friend isnt budging gun control	0
conservatives believe persons color priori guilty crimes therefore poc denied rights extrajudicial killings conservative ever questions killing	1
smarter would fine punch wants would work way wealthy new yorker actually earned money gift daddy jamie dimon jpm	1
least know called princess toadstool	0
hope right last part learned pointless underestimate stupidity tx conservatives	1
brennan sure hell	0
death jeremy corbin means necessary	0
good surely show us croocked	0
oh yeah terry porters second pi call osu alumn naw im coach scumbag history know anything history aaron hernandez would know kind scumbag osu shithole story goes	0
fuckoff knew im scared	0
drew saw marker left hand connected right brain connected left eye saw saw right eye connected left brain saw hammer	0
yep bc agreeing forcing adult memes choices individuals developed enough comprehend means homophobic	1
really hope dont block next monday want see pages reaction kavanaugh gets confirmed supreme court gun control effectively dead	0
look ass keep moving	0
lost virginity process turned clown show protestors democrats paid unethical hate shows everyway trump denounced natzi group bad sides true democrats refuse denounce antifa democratic domestic terror	2
red roses swarm conservatives pounce need verb	0
smells like another funding george soros follow money trail woman likely never knew judge kavanaugh liberals running scared judge conservative christians values man impeccable portfolio finestines dirty politician	0
liberals full hate yet talk like morality anyone thinks differently funny words actions never match pretend preach imposters human decency emotionally politically bankrupt	1
lying much dncsorosantifa paying hows chinese spy	0
another overdose nigga	0
thought left hated guns gun violence gun control right	0
even chris evert said people normally wise stop first warning second warning serena kept going sucks ended way keep arguing making comments second warning expecting	0
orchestratedprovoked could cry victim yet another conspiracyhes desperate weirdo	0
candiace trash	0
many car windows smash today wearing pussy hat antiamerican antifa fucktards pathetic waste life slap ballot box	0
zimmerman belongs prison killing travon martin florida needs change gun control laws	0
activist liar gop wants get oath go kavanaugh gets nominated	0
queen rap bitches knot relate	0
wth dude seriously going critique take sorry liberal self antifa protest	0
read flaming pile garbage wrote national review calls article liberals losing minds president investigated collusion foreign government nominating anyone supreme court appt	0
obama claims robust economy belongs pelosi blames bad economy trump dem dolts schizo	0
cowards ready maga	1
perhaps myers house wynn runs smithsgrove hes leader thorn cult used think friend revealed true intentions madman	0
seems often types events occur gun control safety debate heats believe eventually state legislatures pass laws providing schools better protection sad events occur order push agenda	0
bring great point morons really look life like movies gun control debate time seriously think shootout bad guy never hurt bystanders want arm teachers idiots	1
get away lying toxic people	1
end war drugs slash shit taxes across board repeal unconstitutional gun control laws	1
tough crap mazie men false accusations well hurt democrat lies false accusations biased government agencies biased media sensationalism antifa bullies etc	0
come lies done thing far gun control open eyes obama hero years office sucking around last minute vote	0
yes comie communist pun intended emerge stronger u amp ur cronies put death gitmo people indeed stronger maga draintheswamp	1
maxine needs consult shrink coz suffering trump syndrome	0
deception dirty tricks happened refused protocol stole scotus seat obama conservatives love fight dirty cry foul others call play hardball right back bunch pussies merrickgarland resist	2
social graces shunned ny proper everyone knows white trash little money know act makes everything always pos embarrassment usa	0
askally please tell something help mom home broken leg cause hospital broken leg	2
help mental illness good grief liberals seriously disturbed	1
follow maga patriots	2
fear white people	1
bullhit keep coming expected accept allegations face value left swamp plot thickens need offenders confirmkavanaugh maga	0
kirinodere curious case fucked customs fees good book	2
never slave spartacus slave heroic figure neither	0
elon sometimes opens mouth replace one foot	0
fact called nigger respectfully told preference damn near proves theory	0
conservatives mean people work pay taxes help support people like guess dumb thinking would appreciate instead wanting get job start paying taxes see much love tax spend gov	2
didnt think sorry true obama screw american people ever could	0
somebody something show sucks anymore set designers good though firemalyoung	2
tragic idiot tremendous internalized misogyny think moment grips tyranny halfidiot	0
believe luigi fucking died	0
go hell	0
committed many crimes care liar say belong prison maga	0
dense point presume someone guilty part group popular target southern whites black men modern liberals conservative white men devil	1
enough enough abhorrent inexcusable fearless leader seems forgotten public servant	0
great book leo zagami pope francis last pope details breathtaking corruption evil forces controlling vatican decades	0
kind feel like antifa terroristsbut maybe overstating lol	1
either testifies shuts upshe either fraud false memory personwhen raped never forget ever	0
go hell queen day believe less less every bit bullsht pull nothing lying demonrat maga	0
fuck	0
wonder still love drug dealing boyfriend worked burger king	0
endorses felons ah yes felons likely shit reminds bernie said chicago different vermont regards gun control needed	0
full shit sweetie	0
thats problem slick talking politician	0
weak argument considering gop congressmen shot baseball practice people wearing maga hats routinely attacked antifa mobs commit violent acts wearing masks etc	1
fascists future call anti fascist antifa comes mind	1
think maybe little research buddy	2
well since streams always porn title im going sa love porn	0
unwatchable careful surfing around make sure never stop even accident bloody awful channel	2
oh shit mafia finally found	0
talking chinese leader seeing pollute	0
nobody bitter women know worth spending life upgrading somebody son actually living becoming best versions go look cute maid outfit like always	1
conservatives never believe women amazing assume lying every single time remembering exact date highschool drinking party rather silly thing expect quick exact date one got drunkest name everyone	2
dont trust kanye right might like shit	0
absolutely correct question would better directed liberals congress ones make conflict big business money amp power	1
dr merck following orders abysmal little pharma troll	0
shits hit fan maga	0
dont support medicare voted dreamers voted racist police brutality bill voted give donald trump even larger military budget didnt thing gun control voted racist payday loans bill	1
shame rest left wing media jobs purposely looking way best example yet fakenews bias maga walkaway bias corruption left	1
fbi would proper authority administer polygraph despite corruption top organization	2
maaaad annoying	0
day free im dead ass serious dont call talking come get cause imma block yo ass	0
meet many many fans amazing remembered dont bitch	0
flake shld end search relevancy rino filled w hatred potus despicable behavior	0
brain still somewhere lost matrix liberals plain delusional matter	0
trump maga	0
little appreciation post bestie shes bad bitch im thankful	0
calls intellectual prostitute knows smarter intellectual	0
guy disgusting little perv maga	0
bwaaaaa compared whotrumpbwaaaaaaa compared corrupt demented lunatic godsend	0
leftist wrong liberal colleges ppl students come unmask corrupt woman determined destroy good judge wants liberals courts	0
interesting see hypocrisy liberals last year discovered hush fund congressional sexual scandals working government	2
beyond moron	0
transparency acts furthers myth women victims truly crazed liberals wouldnt know one saw one end hubris hurt real women really need help	1
god dang break campaign finance laws jail promise move us go away	0
take gun violence cities already strict gun control extremely low gun crime decreased time gun ownership increased	0
actual fuckill report fucked	0
roy moore allegations far distant past bezos bunny satire drellenbrandt maga dr melissa bunny via medium tells us beyond grave years ago jeff bezos put hands cut head cooked hasenpfeffer dinner	2
agree want see real damsel distress play fucking marry jane missions soooo boring stupid	0
demoncraps get fact chargethey delusional think something effect country profound way bargained awayamericans dreams come first illegals	2
think black thank god police behaved professionally scary	0
gross disgusting revealing response care daughter came home said thought going die someone tried rape one sick person condone participate one minute america	0
definitely antifa members getting killed	1
believe years ago man went boys school way try stop confirmation blew face corrupt pos	0
communist democrat socialists bad humans	1
max boss conservatives shouldnt made weak dud leader wouldnt happened scheer tries cater left wing crazies freedom speech coward takes positions trudeau nafta	0
flawed looking large problem narrow lens	0
thats cause director fucking beast lets act like christian bale ever fuck niggas wavy fighting scenes	0
levistrauss wanting gun control many us wonder heck want freedoms taken away selective freedoms	1
good christian asked god spare properties virginia beach slightly impacted know club prayer god spare mine hell everybody else	1
bale shit	0
gop personal responsibility drunk boys boys drunk slut republicans conservatives kavanaugh	0
bitch shut building self esteem	0
yeah fuck pogba	0
great mark great one levin candace great owens together team unbeatable sent liberals frenzy whole block liberal voters heads explode andsadly alyssa milano wet pants great team	1
afraid backstabbing deeds discovered made public undermining entire farce obama administration	0
member years arent surely means abused mean know dont understand idioms next level ignorance	0
communist state controlled newspaper much like antifa would love see country executes people dissent support enough said get twitter stream	0
call game bullshit	2
went high school dumb liberals prevalent area	1
idea republicans nazi racists till trump got elected imagine surprise native american took hard finding racist despondent went around punching antifa work depression	1
hate politics cnn despicable liberals treating judge kavanaugh like hes sort serial rapist theyve captured last redwave voteyes innocent proven guilty	1
disgrace	0
like real life cartoon character love respect shit keep	0
monuments torn next years much consternation conservatives	2
ford pare nots liberalscorrupt politicians going collude people come stories years ago proved senator hawaii reason women hard time life easy	1
fuck happened	2
well bb wins super overhyped media mouth piece imbecild	0
yeah antifa nothing violent thugs assault anyone everything	0
oh well tje liberals socialists made drug addiction fashionable doable free supplies bout diabetics face ongoing supply costs forced pay losers	1
feinstein wanted delay midterms hopefully red wave wash atlantic maga	0
mean like liberals screaming sc nomination hearing kind clown show tell since accusers get make demands university misandry board injustice	0
hire american pieces trash please stop banning conservatives platforms please	1
bs made lying liberala cheap filthy whore whose lies help undermine real women sexually assaulted trashy liberals cares right long end justify means trashy libs tried thing judge thomas democrats sick	1
ill go pick u fuck uber	0
probably imagine sjw snowflakes feel safe working might conservatives lurking shadows conservatives ruskies century	0
democrats suffering trump derangement syndrome desperate dirty tricks work end inevitable maga tds	0
reason dont wife ass	0
actually liberals like waters antifa promote violence	0
eric holder held accountable pointing finger away crime time side eric looking forward collapse scandalous time ruining america	2
exactly willy anyone half brain would consider conservative guy literally poster child liberals	0
arent conservatives whackos religious zealots isnt republican party denounce denounce antifa	1
brennan disgracewithout clearance	0
credible believe worse either gordon browns brandin cooks	0
support right using antifa tactics words tactics domestic terrorist group	0
nigga tweeting shower hope siri drown	0
embarrassment republican party glad took cowardly way quit	2
lived era conservatives literally tried argue gay rights would cause collapse western civilization exaggeration used fall rome example somehow want pretend didnt vilify us ugh	0
thursdaythoughts fuck liberals forever	1
awful smug	0
matthew lefty genius go live syria assad much nicer guy trump u like lots human rights racism sexism tell us u get	0
hes disgrace party claims stand hes side conservatives wants make name anybodys cost	0
either bot reason associated gavin mcinnes altright time find better news sources bro altright relevant since cville journalists covering antifa focusing harmless conservatives	0
believe peace shit deserve star maga god bless usa god bless president trump	0
omg thats fucking crazy	0
think could called turncoat talking sides fucking mouth lindsey graham longer trusted	0
another typical liberal espouses gun control uses hate bullying	0
bs people died pr local government corrupt	2
well start banishing accts promoting fb gave brandon day zjail time sure tomorrow applejacks let us see many conservatives amp walkawaymarch ers shut downpoof fb begone	0
bill clinton enjoyed raping ted kennedy enjoyed killing cool	0
try aikido instead krav maga aikido kravmaga	0
never want deal leftdemocrats become lunatics trumpderangementsyndrome	0
canadian live us ex special forces handled everything bb gun mm howitzer tow missles anti tank weapons us lack gun control far fucking stupidest part country many morons guns	1
nothing opportunistic lying sack human waste paid left turn tv ed	0
dumbass really thinking hell pregnant last years	1
disgusted today know thought celebration thinks everything ever able forget horrible things done	0
doesnt know slam manifort suck doesnt know worry junior kushner mad hell knows cant fire mueller busy puking bathroom understands asset seizure thing	0
asshole	0
republicans platform take away healthcare harm environment take away children take away womens rights believe rule law voter suppression gerrymandering take away social security limits gun control explodes budget	2
folks protest great president pure simple way bring gun control weapon campus gun free zone carried concealed weapon illegally guy trying cause gun control otherwise would shot head	0
hypocrite back stabber like boss applaud clip neighbors help need help	0
throw race forget happened white women accused bill clinton sexual allegations liberal democrats rallied around liberals disgusting disgraceful human beings god created	1
biglylolbigly didnt wonhe elected people united states aholewhat referring antifa fools get asses kickedvagina hatslol pathetic ass	1
needs either pick politics singing either way stinks	0
gives shit	2
favorite play genocide path mass murderer real life	0
accept dont hate men dont hate conservatives hate stupid hate hypocrites fact think conservative matters matter means much law order think	1
crazy funny jim used funny crazy become	0
listened liberals democrats bedbuddies msm demand transparency well get yuge scoop transparency like said start thread careful wish end	0
maga would spend amp homies togethernow stop ya whining	0
omg really frankoz liberals ruins everything defundpbs	1
fascists antiamerican communist scum like go fuck piece human garbage usa maga antifa terrorists	1
top excuses liberals use losing desperate racism sexism russia guns rich vote democrats america need loser leaders whiners	1
carrey sick man	0
love women like believe women excluding one woman soonyi years old adult reaction significant means hypocrisy	1
coward put pic yet feel judge others looks yep sure people call regular	0
move north korea find oppressive authoritarian gun control want one countries low gun ownership work good luck	2
look kavanaugh stop shit maga	2
tuned emmys last night watched whole seconds celebrity never heard started talking platform click liberals ruin everything	1
lives chicago thinks gun control works	2
deepstate going maga redwaverising redwave walkawayfromdemocrats walkaway walkawaymarch make viral	2
liar doesnt even remember says right	0
care murdered care whether weed home like whole lot americans would care said pairs socks victim trying smear victim despicable	0
eyes fucking louder words	0
hilarious let puertoricans legalize pot forget problems hurricanemaria thursdaythoughts thursdaymotivation resistance resist maga military veterans tcot thisisamerica	2
alert candace owens attacked antifa	0
think ron desantis going probably back pocket nra good luck getting anything done far gun control wer seriously need country need tougher background checks least	0
pathetic man	0
saw group freshmen wearing maga bucket hats hate school	1
far pretentious little tryhard housemate year cringeworthy bbuk	0
agree guess dems saying theyre worried october surprise fisa docs released leading electionmaga	1
lmaoyou suck nfl	2
new gun control laws waste time amp energy better spent holding worthless politicians accountable refusal enforce current laws create laws never enforce	1
suffer fools seen enough shit last nine lives	2
really sickening issue liberals vicious	1
sept est expect emergency text message trump says collusion gon na sue someone resist maga	2
sick ass people	1
liberals per odia standards rw liberal comes state	0
glad dont know anyone like miscreant pitiful bunch	1
nickferrari seems intentionally misleading viewers suggesting paedophiles among whites percentage muslims angry one mr ferrari think lbc lbcradio maga mcga mega mbga conservatives patriots	1
could anyone expect anything less fool like j rubin incompetent hair fire libs cost people lives blame pres trump	0
sorry damn hot af	0
zombie walk little scary remember zombie said going eat shons butt	1
two nothing attention seeking whores start talking real issues racial injustice sensible gun control prison reform issues important	0
bitch posted kdksksks hope get better soon	0
careful soyboy stickman arms might fall clean dweeb	0
typical sore loser always piece shit	0
fair im positive liberals blobs cells	1
pope dope	0
guess got bil money stole fanniemae sat balance slush fund see fanniegate thursdaythoughts releasethetexts noredactions obamagate obamaknew drainthedeepstate maga	1
conservatives keep doubling terrible people	1
replace chris collins anyone carl paladino tcot maga rednationrising	0
retweet end time maga beyond	0
jaws v jaws jaws back starring kurt chiselchest lorna buxom whud win better one laser swordsjess b jealous	0
inciting violence towards trump supporters lists targeted antifa	1
chicago nearly years crooked democrat leadership amp strictest gun control nation dopey durbin attempts lay blame feet republicans make mistake democrats youbuiltthis chicagodeathtoll	0
alaye turn maga pay	2
two prominent backwards conservatives removed texas education looks like blind deaf dumb helen keller	0
brett kavanaugh supposed selling point gop candidates midterm elections could become liabilitycbs enough bs lies go away liberals cnn msm listening ignorant bs stories	1
sad part knows sick knows crook life sick woman god mercy soul	0
take antiamerican crap somewhere else tedcruz senate maga	2
oh yeah sure antifa antifascist also free speech everyone liberals conservatives centrists fascists communists anarchists ancaps etc live us fascist state bans thinks hate speech	1
word amp one left wing nut nobody would touch amp mad cause kavenaughs mom evict pare nots	0
wonder antifa rioting streets find corrupt government	2
hes talking though pres trump failing every turn actuality totally opposite get grip fool	0
love bitchhh aint never gon na stop loving bitchhhhhh	0
yet another good guy gun need common sense gun control legislation dosomthing votethegopout countryoverparty documents alleged mass murderer thought wife cheating	2
say insanity lockthemallup handcuffsforhillary maga	0
shit gon keep crib lol fuck	0
crazy cause believe outcome happen sunday kc niners baby	0
want kiss ass	0
oh going start painting hideous pictures like peddle socialism gun control everyone	0
cant say wrong evidence said agree sargon im pretty much every subject gun control healthcare thats centrist believes	0
shooting usa common one talking gun control	2
cunt whos eu	1
ironic thing closely aligned far right even agreeing look thread asshole posted thing iq defense fuck shit	0
juan contribute fox know side fence plays pretty much know going say listening like watching paint dry better thgs	0
better worse darling brat antifa bashing peoples head love see mug shots look like meth heads	0
app sucks	0
keep good work liberals waste time crying pointing country moves closer greatness maga	0
wow exactly like antifa say radical influences radical deplatforming anyone disagrees pull one straight hitlers playbook get nazi fascist look behind karma	0
lmao dumb forgive manners pile shiit said give cancer	0
ahh yes cause woman comes years later cant believed liberal outrage guy minnesota accused beating wife silent one libs god hypocritical liberals make sick	1
hope fucken dinosaur thought steinbrenner	0
amusing sickening watch scientists twist knots justify gun control agenda gunsense dishonest	0
check ad super creepy people pointing disturbing problem republican election ad	1
man woulda started hitting wall shit nothing dry wall wood beams getting door	0
sick disturbed comment proves	0
carrey looking like tranny every day	0
bunch vultures tim isnt even gone yet wtf shame see hope left every penny animal rescue carol burnett star tim conway recovers brain surgery family battle comics fate rages foxnews	0
dont even know subject ill side sarandon class even disagree classless rambling fool	1
antifa fascist terrorist	1
yeah bitch put back beat sorry asses bears suck blew lead lmaoooo	0
looking like plant maga walkaway	0
wow actually terrible imagine proud getting people disaster zone finding water arrested store owner want arrested awful person	0
agree intelligent like latest policy sovereign wealth fund something long supported cut someone like jo swinson would get party air time imo	0
hit lotto	0
democrats order mangina shut listening keeps going little mind loyal uncle soros sister married family	1
saved maga	0
shes ok killing babies	0
dear liberal fakenewsmedia gesture call white power gesture actually normal people call ok gesture realize fun make believe white power name yeah means ok ok walkaway maga	1
talking someone historical background heritage guns roman catholic generally gun control research sir	2
oh yeah sure wait certain amount time talking gun control right sure saying thing people using dead push laws nothing right	1
lips gods ears antonio part lets hope conservatives part stay vigilant polls dems desperate fraud	0
cancer though suspended like years late practice hes able play blame cutting suck anyways	0
holy shit better drinking milk eating else	0
liberal even live fl	0
know scott care gun control done nothing help children fight gun valance stoppage america vote help kids school vote dem trump lied	0
oh yes coward	0
maxine mean spirited woman imagine demons dealing much hate amp craziness crazymaxine	0
idiots fringe right hated conservatives	1
one gives shit one miss sorry	0
also jaclyn either crazy stupid straight lying people morphe return policy also deceptive predatory	0
liberal professor dog always spewing hatred us conservatives going hell rest sleaze bags	0
make useful go bury head sand	0
see shocking vigilante style justice like liberals courts controlswamp creatures dc beware start serving us citizens lot fed americans across great country	2
abuser projects look mirror mark crazy amp angry	0
like bc antisemitic muslim racist questions	0
simply disagree flotus exposing egregious behavior husband one else potuss actions hurting country words matter style matters truth matters	2
comedian edd	0
working texas paid soros cartel fond cruz beto dangerous person another dnc sheeple	0
fat ass heart attack city keep eating fat ass	0
better idea mr guterriz whatever name resign amp go hell back wherever hell people came sake country	0
ring leader brain dead sheep time turn back	1
wont hear jobless claims lowest since four years born dow record territory many times since got pile shit room ponies right maga	0
waste ones short life	0
makes sick uses confirmation hearings investigations campaign photo ops junior senator way league	0
another fraud put democratsthis woman lying help partynothing liberal nutjob would say anything try keep conservatives majority scotus	1
pls take look signing gordon deep threat goodwin hurt need come play grop	0
cant believe didnt work comet pizza alex jones muted conservatives lost	1
yesonkavanaugh yes right thing yes conservatives power yes democrats miserable humans yes sick tired tantrums democrats yes freaking lost election please add reasons	1
cute fuck	0
meh asking blatant disregard truth gun control discussion present country criminals fear government misdirection	2
coming sick puppy liberals beast	2
woman town honked asshole driver cut followed home beat crowbar	0
mouth goes one side smirky shit dont like	0
yes bitch	0
nope going miss sorry ass	0
gun control fun statue stupid child desk going change peoples case stupid give firearms free speech rights one government fuck	0
yeah exact thoughts real uphill climb tho get people stop saying dumb shit internet	1
understand meaning america reading creating declaration independence share knowledge american creed fellow citizens maga kag	2
neither authority arbiter seat	0
kavanaugh confirmed two sexual deviants sitting supreme court conservatives nominated republicans democrats put women scotus republicans put perverted men lifetime stopkavanaugh stoptrump savescotus	1
amazing democrats always leading cnn polls liberals live polls control liberals insane	1
wants min fame	0
go nra allowed gun control would happen	1
acknowledging existence time block give us break nobody use funny comedian gave away power hate lost almost everything	0
wassamatta starting wet pants worried dirty deeds coming concerned getting view cell gitmo maga drainthedeepstate liberalismisamentaldisease	0
isnt coalition gun control headed lady turned job bully	0
coward goes countries peaceful humane perceives weakness loves putin kim jun un tough guys like high school wants tough guy bullying soul	0
saw algae commercial blaming thats pretty rich considering gov done zero zip want senator fl	0
really maga vote trump	0
niggaz buying pussy bitches trying buy love	1
lies maga makeamericagreatagain theresistance	0
antifa displays hate disagree withyou hypocritical	0
reading commentsthis dear boy burned alive still talking gun control gosh people	2
disrespect make real sacrifices defend freedom appalling punk	0
good gun business guns sell people bring gun control keep great work guns	0
holder prison	0
president isnt radicalizing anything antifaresist mobs thats gaslighting lol saul alinsky much wethepeople greatawakening	0
bigger problem liberal gun control nuts want open borders try cleanse society established cultures create ruling class communist structure proven fail england muslim breeding ground shameful	2
must condemn antifa blm spew hate fear toward police	2
wow really think works going tell wife going hell lol	0
comparing date rape disgusting hope family never deal rape disgusting pos	0
liberals ruin everything	1
lisa page confirmed russia story passed msm distraction gullible liberals push narrative hinder duly elected presidents success office	1
liar	0
trump publicly lusted daughter gop still elected let us stop pretending morality decency means jack shit conservatives	1
kept scj seat open year merrick garland fair push kavanaugh thru unpopular nominee ever american people deserve better woman deserves better	0
yeah go back faerie world handle shit	0
would never guess employee plays covet fashion game ipad free time strange phobia dogs amazingly weird jump foot	0
would listen man robbed american taxpayers millions dollars gave iran	0
tell suck sure	0
right disgusting cant tell acc man woman heshe sick	1
shows scared liberals new going guided constitution amp bill rights honestly believed made powerless todays courts trump maga amp deplorables helping	0
look st bullshit	0
fuck theyre trying set looks like somehow deserved shot	1
weirdly vicious bitter extrapolate everyone access decent healthcare liberals think criminals free reveals pretty brutalist impenetrable mind	1
another reason vile	0
damn right think different part problem country thank god president puts america first instead putting illigal aliens ahead americans	2
thought antifa actually fascists shows rethuglicans actual fascists room	1
see tweet another garbage tweet liberals contributed nothing except add confirmation liberals talking points amp arent believed	1
hypocritical stance	0
know soros know right use actions antifa play identity politics claim left violent helpful anyone	1
implying agent devils fully agree	1
yutz dumber would watered twice week	0
lem rap shit video floatin downstream coffin like horrorland lol	1
ms clinton class act response idiot would likely land twitter jail would totally worth hope run office one day	0
im sure pope first name basis satan disgrace papacy	0
lie congress us lie maga	0
ancient homies couldnt cock cocks fighting literally illegal athens fjshdhjs	1
whos sick intitled racists	1
fool	0
w empathy regrets may badineffective president way presidential trump could ever hope	0
think one mad didnt like called trying make bully	0
got feeling every time deep state complains punish declass going pay sins biglly needs plan dump docs round crooks needs geter done fnma fmcc fanniegate endcorruption lockthemallup maga	0
build wall vote republican perfect long shot much better alternative antiamericans	1
become party sky falling going die sad bunch	1
put claim ambulance chaser anyway anything shyster fool bigger	0
chances got mario cart penis confused one thousand shes since remember specific slice pizza years ago looks like dems like ancient memory based accusations confirmkavanaughnow maga	0
dumb looks	0
lindsey sean hannity talks echo chamber simply hear journalist news pundit weird conspiratorial agenda supported well crafted partial facts aimed narrow audience really laughable fool trump	0
moron	0
ur screwed trump owns scotus exact wrath upon enemies midterms	0
disappointed taylor serena wrong dont use gender disrespectful serena apologize winner amp ref	0
joke gem alright racist phony right along racist phony thinks follow second account block speak truth could care less followers like big party care discriminate	0
adulting knowing fucked cut future plans	1
proving liberalismcausesmentalretardation feminists cancer american republic	1
actually soy boy	0
coo got people thinking really eat ass bitch	0
elder owen bravest pointing culture part problem liberals engrained short lived culture culture change black doesnt linked poverty resistance	1
doesnt remember clothes clothes house got songs playing exact date nothing weaponizing false accusations ulterior motives fiberals defend antifa terrorists nothing	0
soros guy needs investigated kicked nations amp name keeps coming antiamerican groups finances antifa pays folks act crazy trump events know sovereignty hates constitutional rights	1
unwanted mother left flushes toilet goes antifa rally celebrate	1
conservatives republicans traitors america	1
arent making fun woman making fun liberals supporting barbaric tradition covering womans body garbage bag men might inclined rape given moment	0
bhagwat tells shakha minions says rest world two different things sanghi goons keep raping killing stupid liberals think sanghis bad get taken lies else next years india disappear	1
another trying get back spotlight paul mccartney go back england shut	0
nigga everywhere escape spewsit time	0
conservatives become cadaver party	1
sanchez sucks killing team imo	0
click see hell talking still know war conservatives like war christmas	0
ummm hear hears bat poop crazy like	0
achichincle lamebotas	0
wellsaidshe gets negative feedback anyone ever always defending bad behavior way show little girl act	0
somebody please put back coffin	0
hell think acussed doesnt mean guilty women accused man man judgekavanaugh voice right clear name needs zipit	1
fact newsweek longer tries give sides story instead gives side antifa far left liberals gods deepstatepanic take look newsweeks circulation dont even enough readers put print edition anymore	1
wow destroying life guy filed case father ia going court get summons already stretched seems like done something wrong police shld take matter forward whoever guilty shld b punished	0
done looking like nazi bigot stay true people change minds left know arent bigot followed reason post stuff like one time feel feeding left	0
became alcoholic cealrly became fatty like year loose weight starlet hollywood look good lilextra weight gon na go walk one tays gps stalking sheldmaidens might orders mac miller tommyvalhalla	0
silly unhinged liberals	1
lock insane	0
right politics place anyones reproductive organs sex lives	1
amp student loan refinancing plan would give every single student loan borrower tax break amp let hundreds thousands borrowers immediate lower interests rates net cost taxpayers years nothing liar	0
maybe kavanaugh withdraw spare country tinderbox hearing ttt afraid going court gop going expand majorities pissing red ant hill	0
obama remembered man destroy libya imagine cia give blm antifa guns wages war vs trump control msm say trump use chemical weapon legalize coup blood obama hand	1
kavanaughconfirmationhearings crazy dick durbin using confirmation hearings try push gun control using hearing make speeches push agenda whole thing circus democrats pushing agenda vowing vote confirmation	0
mad pos could crap except divide country	0
always lier	0
nut case	0
another democrat scam republicans fund terrorist groups like antifa threaten people go ahead make look real	1
